Cust_id,Responder,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18
1070,1,C,4404,B,64,Male,Unmarried,6,2,4,5,1,Other,Yes,1,,Yes,No,90
1071,1,B,6731,D,54,Female,Unmarried,7,4,2,4,1,Other,Yes,3,,Yes,No,147
1072,1,A,4551,F,4,Female,Married,5,7,5,4,5,Coupon,No,2,,No,Yes,187
1073,1,G,2286,F,15,Female,Married,4,3,3,3,2,Other,No,5,,Yes,Yes,103
1074,1,D,1991,E,44,Female,Married,5,3,7,4,1,Coupon,Yes,5,,No,Yes,146
1075,1,E,8638,B,41,Female,Unmarried,5,1,6,4,4,Card,No,4,,Yes,No,71
1076,1,C,8387,F,36,Female,Unmarried,5,1,1,4,6,Cash,Yes,2,,Yes,Yes,174
1077,1,B,7665,C,66,Male,Unmarried,4,5,6,3,5,Other,Yes,3,,No,No,115
1078,1,A,3901,B,35,Male,Married,4,1,4,4,3,Cash,Yes,5,,No,Yes,193
1079,1,E,2760,C,50,Female,Unmarried,5,3,4,2,5,Card,No,2,,Yes,Yes,130
1080,1,C,2608,C,69,Female,Unmarried,4,1,1,1,5,Cash,Yes,1,,Yes,Yes,61
1081,1,B,2519,E,1,Male,Unmarried,5,3,1,5,2,Card,No,1,,No,No,124
1082,1,A,1964,B,77,Male,Married,4,2,5,5,6,Card,No,5,,No,Yes,124
1083,1,G,2775,B,50,Male,Married,7,5,7,2,2,Card,No,5,,Yes,No,69
1084,1,F,6785,D,32,Female,Unmarried,5,2,5,4,5,Cash,No,5,,No,No,200
1085,1,H,8848,F,8,Female,Unmarried,5,6,6,4,4,Other,No,5,,No,Yes,135
1086,1,I,6632,F,8,Male,Unmarried,5,6,5,1,3,Coupon,No,4,,Yes,Yes,40
1087,1,H,7021,E,73,Female,Unmarried,6,2,4,5,3,Coupon,Yes,1,,No,No,74
1088,1,F,1848,D,47,Female,Unmarried,5,5,4,1,5,Cash,Yes,4,,No,No,6
1089,1,F,3046,E,2,Female,Unmarried,5,1,3,3,3,Cash,No,5,,Yes,Yes,194
1090,1,H,2540,B,1,Female,Unmarried,6,3,2,3,3,Card,Yes,2,,No,Yes,160
1091,1,I,4718,A,66,Male,Married,5,7,3,3,2,Cash,Yes,5,,Yes,No,102
1092,1,H,7269,F,2,Female,Married,7,6,4,2,3,Cash,Yes,3,,Yes,No,180
1093,1,B,1026,A,51,Female,Married,5,5,5,2,2,Coupon,Yes,3,,Yes,Yes,33
1094,1,I,7506,C,76,Male,Unmarried,7,7,4,3,5,Card,Yes,1,,No,No,200
1095,1,B,4248,A,17,Male,Married,5,5,4,5,3,Other,Yes,3,,No,Yes,34
1096,1,G,5799,B,78,Male,Unmarried,4,4,4,3,5,Other,Yes,3,,No,Yes,55
1097,1,D,7043,C,78,Male,Unmarried,6,3,4,3,2,Cash,Yes,2,,Yes,Yes,148
1098,1,E,1705,B,50,Female,Unmarried,5,7,4,4,4,Coupon,Yes,5,,No,No,65
1099,1,C,1807,D,75,Male,Unmarried,4,7,5,4,5,Other,Yes,3,,Yes,No,26
1100,1,B,5403,A,69,Male,Married,7,2,2,4,3,Coupon,Yes,1,,No,Yes,41
1101,1,A,5363,E,56,Female,Unmarried,6,2,2,5,2,Cash,Yes,1,,Yes,Yes,171
1102,1,G,1151,B,60,Male,Unmarried,7,3,5,4,3,Other,Yes,3,,Yes,No,28
1103,1,D,1999,A,29,Female,Unmarried,5,2,1,5,5,Coupon,Yes,5,,No,No,155
1104,1,E,7261,F,43,Male,Unmarried,4,7,5,5,2,Card,Yes,3,,Yes,No,58
1105,1,C,406,A,48,Male,Unmarried,5,7,1,3,5,Cash,Yes,5,,No,Yes,98
1106,1,B,6915,C,38,Female,Unmarried,5,2,6,4,4,Cash,Yes,3,,No,Yes,75
1107,1,A,8598,A,8,Male,Married,4,7,3,1,1,Coupon,Yes,2,,Yes,Yes,90
1108,1,E,8560,B,79,Male,Unmarried,4,7,4,1,4,Cash,Yes,1,,Yes,Yes,87
1109,1,C,5004,C,39,Male,Unmarried,5,6,5,3,4,Other,Yes,4,,Yes,No,110
1110,1,B,4903,B,78,Female,Unmarried,6,4,7,1,6,Coupon,Yes,1,,Yes,No,81
1111,1,A,2207,D,52,Male,Married,5,5,4,5,4,Cash,Yes,5,,No,Yes,98
1112,1,G,556,A,50,Male,Married,3,3,4,2,4,Card,Yes,3,,No,No,13
1113,1,F,6759,C,70,Female,Unmarried,3,5,3,3,2,Card,Yes,4,,Yes,Yes,82
1114,1,H,2598,C,2,Male,Unmarried,6,7,3,4,5,Card,Yes,2,,Yes,Yes,170
1115,1,I,8311,E,45,Male,Unmarried,6,6,5,3,5,Other,Yes,4,,No,Yes,187
1116,1,H,8614,B,52,Female,Married,7,7,2,2,4,Cash,Yes,5,,No,No,116
1117,1,F,7655,B,3,Male,Married,7,2,3,4,2,Cash,Yes,1,,No,Yes,89
1118,1,F,3258,D,58,Male,Married,3,6,2,3,5,Other,Yes,5,,Yes,Yes,87
1119,1,H,5536,F,76,Female,Married,4,6,4,3,5,Other,Yes,3,,Yes,No,13
1120,1,I,4494,F,51,Male,Unmarried,3,3,2,3,2,Cash,Yes,4,,No,Yes,49
1121,1,H,460,E,60,Male,Unmarried,4,4,6,3,6,Coupon,Yes,4,,No,No,128
1122,1,B,1073,B,49,Male,Unmarried,5,3,3,3,2,Cash,Yes,4,,Yes,Yes,85
1123,1,I,8520,C,23,Female,Married,5,2,5,5,1,Coupon,Yes,3,,No,No,198
1124,1,B,3557,B,69,Female,Unmarried,5,5,6,2,3,Card,Yes,5,,Yes,Yes,127
1125,1,G,5137,D,13,Male,Married,5,4,4,2,3,Other,Yes,4,,Yes,Yes,124
1126,1,D,2324,A,68,Male,Unmarried,5,3,5,4,4,Coupon,Yes,3,,No,No,194
1127,1,E,5478,C,80,Male,Married,5,2,1,3,4,Card,Yes,1,,No,Yes,64
1128,1,C,1296,C,37,Female,Unmarried,5,2,4,3,1,Card,Yes,1,,Yes,No,77
1129,1,B,3564,E,51,Female,Unmarried,5,6,1,5,2,Other,Yes,2,,Yes,Yes,177
1130,1,A,4775,B,15,Female,Married,4,2,4,5,3,Cash,Yes,3,,Yes,No,132
1131,1,G,5394,B,3,Male,Unmarried,7,4,3,2,3,Coupon,Yes,5,,Yes,No,64
1132,1,D,712,B,56,Female,Unmarried,5,5,6,5,2,Coupon,Yes,2,,No,No,181
1133,1,E,2201,D,1,Male,Married,4,4,1,5,2,Card,Yes,2,,No,No,163
1134,1,C,4892,F,3,Male,Unmarried,6,5,3,5,6,Cash,Yes,4,,Yes,No,111
1135,1,B,1881,F,58,Female,Married,5,2,2,2,5,Cash,Yes,1,,Yes,Yes,138
1136,1,A,581,E,34,Female,Married,5,3,5,4,2,Cash,Yes,2,,Yes,No,17
1137,1,E,2552,B,27,Male,Married,5,5,5,3,1,Card,Yes,1,,Yes,Yes,190
1138,1,C,4380,C,52,Female,Married,5,3,6,4,2,Coupon,No,4,,Yes,No,15
1139,1,B,5642,B,75,Male,Unmarried,4,7,4,2,3,Other,No,5,,No,No,80
1140,1,A,1973,D,19,Male,Unmarried,7,7,3,5,5,Other,No,1,,No,No,70
1141,1,G,7836,C,53,Male,Unmarried,5,7,6,2,5,Coupon,No,2,,No,No,35
1142,1,F,1339,E,58,Male,Unmarried,6,4,3,3,6,Cash,No,1,,No,Yes,64
1143,1,H,5116,B,60,Female,Married,3,4,4,3,1,Card,No,5,,Yes,Yes,128
1144,1,I,1821,B,61,Female,Unmarried,3,3,4,2,5,Coupon,No,2,,No,Yes,161
1145,1,H,6308,B,3,Male,Unmarried,6,3,7,2,5,Other,No,4,,Yes,Yes,109
1146,1,F,3730,D,21,Male,Unmarried,4,3,3,3,2,Cash,No,2,,Yes,No,199
1147,1,F,885,F,2,Female,Unmarried,5,5,5,2,3,Other,No,3,,Yes,No,186
1148,1,H,1431,F,49,Female,Married,5,5,4,4,5,Coupon,No,3,,No,No,156
1149,1,I,4481,E,68,Female,Married,3,7,5,2,2,Coupon,No,1,,No,No,170
1150,1,H,2817,B,44,Female,Married,4,3,1,3,2,Cash,No,1,,Yes,Yes,64
1151,1,B,1604,F,7,Female,Unmarried,4,1,1,3,2,Cash,No,3,,Yes,Yes,72
1152,1,I,448,C,55,Male,Unmarried,3,6,5,5,5,Other,No,3,,Yes,Yes,166
1153,1,B,6912,B,67,Male,Unmarried,5,5,1,2,4,Other,No,2,,No,No,48
1154,1,G,7937,C,76,Female,Married,4,2,7,1,5,Card,No,4,,Yes,No,165
1155,1,D,6291,C,28,Male,Unmarried,5,7,4,4,5,Other,No,5,,Yes,No,117
1156,1,E,5828,E,72,Female,Married,6,3,5,1,2,Cash,No,4,,Yes,Yes,12
1157,1,C,548,B,43,Female,Married,6,2,5,3,3,Coupon,No,1,,Yes,Yes,19
1158,1,B,6812,B,27,Female,Unmarried,4,2,5,2,3,Coupon,No,3,,No,No,64
1159,1,A,3348,D,62,Male,Unmarried,5,5,5,1,1,Coupon,No,2,,No,No,90
1160,1,G,467,F,34,Male,Unmarried,4,2,5,4,2,Coupon,No,4,,No,No,184
1161,1,D,2360,F,66,Female,Married,5,3,5,3,5,Coupon,No,3,,No,Yes,195
1162,1,E,8804,E,30,Male,Unmarried,4,2,5,3,4,Card,No,5,,No,Yes,81
1163,1,C,2484,D,31,Male,Married,5,5,7,1,5,Card,No,5,,No,Yes,53
1164,1,B,4343,E,78,Female,Unmarried,4,5,7,4,6,Coupon,No,2,,Yes,Yes,175
1165,1,A,1636,B,78,Male,Unmarried,3,4,3,3,2,Cash,No,4,,Yes,No,45
1166,1,E,680,A,18,Male,Married,5,3,2,2,1,Coupon,No,2,,No,No,48
1167,1,C,5408,F,72,Female,Married,5,5,2,2,5,Coupon,No,2,,No,Yes,82
1168,1,B,2545,A,43,Male,Unmarried,4,2,3,3,6,Coupon,No,1,,No,Yes,192
1169,1,A,1596,C,16,Female,Unmarried,3,2,7,5,5,Card,No,3,,Yes,Yes,112
1170,1,G,4756,A,22,Female,Unmarried,5,2,3,4,5,Coupon,No,5,,Yes,Yes,142
1171,1,F,5932,B,58,Female,Unmarried,5,1,7,2,1,Card,No,2,,No,Yes,103
1172,1,H,3649,C,71,Female,Unmarried,6,1,4,2,2,Cash,No,5,,No,Yes,36
1173,1,I,1259,B,7,Male,Married,4,1,5,3,5,Other,No,5,,Yes,No,200
1174,1,H,8286,D,30,Female,Unmarried,5,3,7,2,3,Cash,Yes,4,,Yes,Yes,100
1175,1,F,6184,A,32,Female,Unmarried,7,5,5,4,5,Coupon,Yes,2,,No,No,169
1176,1,F,5082,E,18,Male,Unmarried,6,7,3,2,1,Cash,No,3,,No,Yes,189
1177,1,H,5306,B,12,Male,Unmarried,4,6,3,3,5,Cash,No,5,,Yes,No,88
1178,1,I,5503,A,76,Male,Unmarried,5,5,5,2,5,Card,Yes,4,,No,No,24
1179,1,H,5795,F,49,Male,Unmarried,7,6,2,2,6,Other,Yes,2,,No,No,11
1180,1,B,8592,A,45,Female,Unmarried,6,5,4,1,5,Cash,No,2,,Yes,Yes,92
1181,1,I,1417,C,13,Female,Married,5,6,1,5,2,Card,No,1,,Yes,No,71
1182,1,B,8173,A,44,Female,Unmarried,5,6,3,3,5,Cash,Yes,3,,No,No,71
1183,1,G,7017,B,26,Female,Married,6,1,5,4,4,Other,Yes,5,,Yes,No,52
1184,1,D,4343,C,45,Female,Married,4,2,1,1,6,Card,No,2,,No,Yes,103
1185,1,E,8665,B,7,Female,Unmarried,5,2,4,5,3,Card,Yes,2,,Yes,Yes,177
1186,1,C,1987,D,52,Female,Married,4,1,7,3,2,Cash,Yes,2,,No,No,25
1187,1,B,8320,A,45,Female,Unmarried,5,5,3,3,5,Other,Yes,5,,Yes,No,85
1188,1,A,749,C,26,Female,Unmarried,5,5,4,3,2,Cash,Yes,4,,No,Yes,35
1189,1,G,7513,C,16,Female,Unmarried,4,2,5,4,6,Coupon,Yes,4,,Yes,No,78
1190,1,D,3636,E,29,Female,Unmarried,4,1,5,2,2,Card,Yes,3,,Yes,Yes,145
1191,1,E,1725,B,70,Male,Married,3,2,2,3,5,Other,No,2,,Yes,No,109
1192,1,C,1380,B,64,Female,Unmarried,6,3,3,5,1,Cash,No,1,,No,No,186
1193,1,B,8591,D,50,Male,Married,5,5,3,5,3,Coupon,Yes,4,,No,Yes,117
1194,1,A,7772,F,23,Female,Unmarried,6,7,4,2,1,Other,No,4,,No,No,134
1195,1,E,2111,F,6,Male,Unmarried,4,3,7,5,4,Cash,Yes,5,,No,Yes,56
1196,1,C,7302,E,3,Male,Unmarried,3,3,3,4,2,Other,Yes,5,,Yes,No,127
1197,1,B,6379,B,33,Female,Married,3,1,5,4,5,Card,No,5,,Yes,Yes,143
1198,1,A,4825,C,68,Female,Married,4,5,4,2,3,Cash,Yes,3,,No,Yes,18
1199,1,G,8067,B,24,Male,Married,5,5,7,3,3,Card,No,1,,Yes,Yes,180
1200,1,F,6043,D,11,Male,Married,5,4,5,5,2,Coupon,Yes,2,,Yes,Yes,23
1201,1,H,6258,A,80,Female,Married,4,3,5,3,2,Other,No,5,,Yes,Yes,140
1202,1,I,2383,C,44,Female,Unmarried,3,6,6,4,2,Other,Yes,4,,No,Yes,12
1203,1,H,2992,C,75,Male,Unmarried,5,4,4,2,3,Cash,Yes,3,,Yes,No,30
1204,1,F,6487,E,70,Female,Married,7,4,2,2,6,Cash,No,4,,No,No,148
1205,1,F,3014,B,3,Female,Unmarried,6,7,3,4,2,Other,No,5,,Yes,Yes,161
1206,1,H,6361,B,17,Female,Married,4,5,2,4,1,Other,Yes,4,,No,Yes,140
1207,1,I,6489,B,71,Female,Unmarried,6,5,4,5,3,Card,Yes,3,,Yes,Yes,141
1208,1,H,7413,D,65,Male,Married,5,1,4,4,4,Other,No,4,,Yes,No,42
1209,1,B,6837,F,51,Female,Married,7,3,2,2,3,Other,No,1,,No,Yes,131
1210,1,I,1955,F,73,Male,Unmarried,5,7,6,5,4,Cash,Yes,1,,Yes,Yes,155
1211,1,B,1920,E,36,Male,Unmarried,7,5,5,3,4,Cash,Yes,5,,No,No,160
1212,1,G,2213,B,47,Male,Unmarried,4,5,1,3,2,Card,Yes,4,,No,Yes,135
1213,1,D,6088,C,71,Male,Unmarried,6,6,4,5,5,Cash,Yes,2,,Yes,No,150
1214,1,E,8377,B,70,Male,Unmarried,3,3,5,4,2,Coupon,No,3,,Yes,No,123
1215,1,C,5750,D,19,Female,Unmarried,4,2,5,5,3,Cash,No,2,,Yes,Yes,116
1216,1,B,5436,C,39,Male,Married,3,3,3,5,6,Other,Yes,4,,No,No,15
1217,1,A,2336,E,22,Female,Married,5,7,5,2,4,Card,Yes,2,,No,Yes,43
1218,1,G,5795,B,46,Male,Unmarried,4,4,5,3,3,Cash,Yes,2,,Yes,No,158
1219,1,D,2151,B,73,Male,Unmarried,7,7,3,4,6,Card,Yes,1,,Yes,Yes,163
1220,1,E,3014,B,48,Female,Married,7,3,4,4,2,Other,No,3,,No,Yes,8
1221,1,C,8175,D,77,Female,Unmarried,7,1,5,2,5,Other,Yes,1,,Yes,Yes,112
1222,1,B,4228,F,44,Male,Unmarried,3,6,2,5,6,Cash,Yes,1,,Yes,No,82
1223,1,A,6636,F,54,Male,Married,3,2,2,5,4,Other,Yes,1,,Yes,Yes,192
1224,1,E,3739,E,49,Male,Unmarried,4,2,7,4,1,Coupon,No,5,,No,No,121
1225,1,C,7770,B,19,Female,Unmarried,5,6,5,3,4,Other,No,1,,No,No,79
1226,1,B,2920,F,50,Male,Unmarried,7,1,1,3,5,Coupon,No,3,,No,Yes,24
1227,1,A,198,C,4,Female,Unmarried,6,6,5,3,5,Card,No,3,,No,No,108
1228,1,G,3115,B,34,Female,Unmarried,6,6,4,4,2,Cash,No,1,,Yes,No,21
1229,1,F,4943,C,44,Male,Unmarried,4,5,3,4,2,Card,No,3,,No,Yes,86
1230,1,H,659,C,25,Female,Married,7,7,4,4,4,Other,No,4,,No,No,49
1231,1,I,648,E,26,Female,Unmarried,5,3,7,4,5,Coupon,Yes,5,,Yes,Yes,37
1232,1,H,8940,B,39,Female,Unmarried,4,7,5,1,3,Card,No,5,,No,Yes,26
1233,1,F,8581,B,35,Male,Unmarried,6,4,7,3,2,Coupon,No,2,,Yes,Yes,73
1234,1,F,1033,D,36,Male,Unmarried,4,7,6,3,4,Coupon,Yes,5,,No,No,74
1235,1,H,7699,F,19,Male,Unmarried,5,2,3,3,4,Cash,No,1,,No,Yes,147
1236,1,I,8252,F,32,Male,Unmarried,4,3,1,2,4,Coupon,Yes,2,,Yes,Yes,95
1237,1,H,2653,E,79,Male,Married,6,6,5,5,6,Card,No,3,,Yes,No,80
1238,1,B,1046,D,17,Female,Married,4,7,5,3,5,Cash,No,5,,No,No,72
1239,1,I,8352,E,60,Female,Unmarried,4,2,4,2,1,Coupon,Yes,3,,Yes,No,127
1240,1,B,1019,B,10,Female,Unmarried,5,7,1,5,2,Other,Yes,3,,No,No,112
1241,1,G,5865,A,51,Female,Unmarried,7,4,4,4,4,Coupon,No,3,,Yes,No,178
1242,1,D,4580,F,19,Male,Unmarried,4,4,7,3,5,Coupon,No,4,,No,No,52
1243,1,E,8754,A,8,Male,Unmarried,3,4,3,5,4,Other,No,4,,No,No,151
1244,1,C,2744,C,3,Female,Married,4,3,5,2,1,Other,No,3,,Yes,No,198
1245,1,B,690,A,24,Male,Unmarried,7,1,5,5,6,Card,Yes,1,,No,Yes,69
1246,1,A,3315,B,8,Male,Unmarried,3,1,5,2,3,Coupon,No,3,,No,No,54
1247,1,G,312,C,26,Male,Married,7,6,2,3,4,Cash,No,2,,Yes,Yes,154
1248,1,D,4721,B,73,Male,Unmarried,7,1,3,5,2,Other,No,1,,No,No,136
1249,1,E,8033,D,49,Male,Married,4,6,3,3,4,Cash,Yes,1,,Yes,Yes,38
1250,1,C,5007,A,26,Male,Unmarried,5,3,5,5,2,Other,No,4,,No,No,160
1251,1,B,7727,E,63,Male,Married,5,2,1,3,2,Card,Yes,4,,Yes,Yes,77
1252,1,A,4658,B,33,Male,Married,7,4,4,5,3,Other,Yes,1,,No,No,172
1253,1,E,5325,A,13,Female,Unmarried,4,1,7,1,6,Other,Yes,2,,No,Yes,101
1254,1,C,248,F,63,Male,Unmarried,6,1,2,5,4,Coupon,No,3,,No,No,151
1255,1,B,2197,A,62,Male,Married,6,3,7,2,2,Cash,Yes,1,,No,No,164
1256,1,A,5662,C,10,Female,Married,5,5,2,4,4,Card,Yes,2,,Yes,Yes,42
1257,1,G,2190,A,40,Female,Married,5,1,3,5,6,Other,No,4,,No,Yes,174
1258,1,F,6219,B,36,Female,Married,7,5,5,4,3,Coupon,Yes,5,,Yes,No,115
1259,1,H,6116,C,61,Female,Unmarried,5,7,3,3,4,Other,No,3,,No,Yes,61
1260,1,I,192,B,66,Male,Married,4,6,3,4,3,Cash,Yes,4,,No,Yes,8
1261,1,H,4919,D,69,Female,Married,6,1,3,5,5,Cash,Yes,4,,No,Yes,43
1262,1,F,1304,A,55,Male,Unmarried,5,7,3,3,4,Coupon,Yes,5,,No,No,199
1263,1,F,4299,C,42,Male,Unmarried,3,1,5,4,5,Other,Yes,1,,Yes,No,90
1264,1,H,4504,C,72,Female,Married,6,7,5,3,2,Cash,No,3,,Yes,No,60
1265,1,I,2455,E,71,Male,Unmarried,3,6,3,3,3,Coupon,Yes,4,,Yes,Yes,138
1266,1,H,6948,B,61,Male,Married,4,1,1,1,4,Card,No,3,,Yes,Yes,141
1267,1,B,5649,B,31,Female,Married,7,4,2,3,4,Coupon,No,4,,No,No,199
1268,1,I,6949,D,31,Female,Married,6,5,5,3,3,Coupon,Yes,1,,Yes,No,82
1269,1,B,5959,F,8,Female,Married,7,5,5,2,5,Coupon,No,1,,Yes,No,34
1270,1,G,7909,F,3,Female,Married,5,1,1,2,1,Other,No,4,,No,No,46
1271,1,D,8660,E,80,Male,Married,3,5,1,3,3,Other,No,1,,Yes,No,141
1272,1,E,2796,B,54,Male,Married,4,6,1,2,3,Coupon,No,1,,No,No,112
1273,1,C,2287,C,74,Male,Unmarried,5,3,5,2,2,Card,No,2,,No,No,146
1274,1,B,8677,B,38,Female,Married,4,2,3,2,3,Card,Yes,3,,No,Yes,107
1275,1,A,937,D,59,Female,Married,7,2,4,3,3,Other,Yes,4,,Yes,Yes,62
1276,1,G,1396,A,39,Female,Married,4,6,4,3,4,Other,Yes,3,,No,Yes,100
1277,1,D,8281,C,79,Female,Married,4,6,2,5,5,Other,Yes,5,,No,Yes,61
1278,1,E,8071,C,2,Female,Married,4,4,1,2,3,Other,Yes,3,,No,No,47
1279,1,C,594,E,16,Male,Unmarried,4,7,3,5,3,Other,No,1,,Yes,Yes,150
